address,city,date,id,injured,killed,source,state
300 block of Union St,Springfield,2020-01-27,1607405,1,1,https://www.wwlp.com/news/crime/gunshot-victim-found-on-union-street-in-springfield-has-died/,Massachusetts
5400 block of W Integrity,Appleton (Grand Chute),2020-01-27,1607753,0,1,https://www.wearegreenbay.com/news/local-news/grand-chute-police-investigating-death-of-26-year-old-male/,Wisconsin
I-580,Oakland,2020-01-27,1606721,1,0,https://www.mercurynews.com/2020/01/27/man-wounded-in-oakland-freeway-shooting/,California
200 block of Rubicam St,Philadelphia,2020-01-27,1606709,1,0,https://philadelphia.cbslocal.com/2020/01/27/philadelphia-police-man-shot-olney/,Pennsylvania
632 2nd Ave,Troy,2020-01-27,1607386,1,0,https://cbs6albany.com/news/local/another-investigation-into-a-home-invasion-in-lansingburgh,New York
3000 block of Pheasant Run Dr,Lafayette,2020-01-27,1607738,0,0,https://www.jconline.com/story/news/crime/2020/01/28/shot-fired-after-roommates-fist-fight-lafayette-apartment-complex/4597925002/,Indiana
405 W Beresford Ave,Deland,2020-01-27,1607478,1,0,https://www.news-journalonline.com/news/20200127/police-man-shot-at-his-deland-home-by-masked-suspects-identified,Florida
Boone Hill Rd and Barshay Dr,Summerville,2020-01-27,1607561,0,1,https://abcnews4.com/news/crime-news/3-new-arrests-made-in-summerville-teens-shooting-death,South Carolina
2400 block of Montclair St,Stockton,2020-01-27,1607396,1,0,https://www.recordnet.com/news/20200128/sheriffs-office-man-shot-by-deputy-monday-night-was-under-surveillance,California
2200 block of Ashton St,Baltimore,2020-01-27,1606831,2,1,https://foxbaltimore.com/news/local/man-dies-after-southwest-shooting-last-week,Maryland
N Country Club Dr and W Rio Salado Pkwy,Mesa,2020-01-27,1607392,2,0,https://www.azcentral.com/story/news/local/mesa-breaking/2020/01/28/mesa-police-arrest-two-brothers-road-rage-shooting-that-left-woman-critically-injured/4597796002/,Arizona
900 block of Colwell Ave,Wilmington,2020-01-27,1607664,0,0,https://www.wect.com/2020/01/27/no-injuries-reported-after-multiple-shots-fired-wilmington/,North Carolina
Pine St,Charlotte,2020-01-27,1607646,0,1,https://www.wbtv.com/2020/01/27/death-investigation-underway-after-man-kills-self-while-police-served-arrest-warrants/,North Carolina
N/A,Muskogee,2020-01-27,1607642,1,0,https://www.newson6.com/story/41616643/muskogee-police-investigating-overnight-shooting,Oklahoma
800 block of Cohen St,Lebanon,2020-01-27,1607626,1,0,https://www.wthr.com/article/lebanon-police-arrest-man-connected-monday-shooting,Indiana
3551 Lafayette Rd,Indianapolis,2020-01-27,1606409,0,2,https://www.wishtv.com/news/family-reacts-to-fatal-shooting-of-security-guard-outside-strip-club/,Indiana
7401 N Shadeland Ave,Indianapolis,2020-01-27,1607232,0,1,https://www.wishtv.com/news/1-shot-dead-during-possible-robbery-on-northeast-side/,Indiana
Lane Ct,Seneca,2020-01-27,1607579,1,0,https://www.foxcarolina.com/investigations/police-chief-investigation-underway-after-one-shot-along-lane-court/article_0f3a0576-4177-11ea-92cd-ef692e402990.html,South Carolina
Westminster Hwy,Westminster,2020-01-27,1607576,1,0,https://www.foxcarolina.com/news/fourth-anderson-man-arrested-after-shooting-along-westminster-highway-deputies/article_ffea3f5e-413b-11ea-b284-3fd9109f04eb.html,South Carolina
Friendship Rd,Hartwell,2020-01-27,1607572,0,1,https://www.foxcarolina.com/investigations/hart-county-sheriff-suspect-charged-with-murder-arrested-near-south/article_af204c3e-417d-11ea-9c78-4b234d954123.html,Georgia
100 block of Wendy Way,Summerville,2020-01-27,1607565,0,0,https://www.live5news.com/2020/01/27/deputies-investigating-overnight-drive-by-shooting/,South Carolina
19800 block of Three Notch Rd,Lexington Park,2020-01-27,1607529,0,1,https://smnewsnet.com/archives/468954/barricade-situation-in-lexington-park-ends-with-suspect-being-shot-and-killed/,Maryland
400 block of Collins Dr,Dover,2020-01-27,1608233,0,0,https://www.wdel.com/news/dover-sting-operation-leads-to-arrests-recovery-of-drugs-guns/article_8b255d36-41fc-11ea-aef4-1f84aeb2a895.html,Delaware
18000 block of Hudson Rd,Milton,2020-01-27,1607534,0,0,https://dsp.delaware.gov/2020/01/28/troopers-investigating-shots-fired-incident-milton-2/,Delaware
535 Glynn St N,Fayetteville,2020-01-27,1607519,1,0,https://www.ajc.com/news/crime--law/breaking-fayetteville-police-investigating-shooting-near-chuck-cheese/81GYmp6sig7JUf3n9Z3stM/,Georgia
1300 block of Congress St SE,Washington,2020-01-27,1606851,0,1,https://mpdc.dc.gov/release/homicide-1300-block-congress-street-southeast-1,District of Columbia
2400 block of Pidemont Rd,Atlanta,2020-01-27,1607516,1,0,https://www.cbs46.com/news/swat-called-to-apartment-shooting-person-injured/article_8869fd86-417f-11ea-94bd-6f5b3fbccc10.html,Georgia
Winston St and Saint Barnabas Rd,Temple Hills,2020-01-27,1607362,0,1,https://www.buzzfeednews.com/article/juliareinstein/maryland-police-shot-killed-man-handcuffed-police-car,Maryland
100 block of N Locust St,Hagerstown,2020-01-27,1607750,0,0,https://www.localdvm.com/news/maryland/hagerstown-police-apprehend-man-woman-suspected-of-2-different-gunfire-incidents/,Maryland
850 W Eastwood Ave,Chicago,2020-01-27,1607462,1,0,https://chicago.suntimes.com/crime/2020/1/29/21114652/baby-shooting-uptown-travis-mccoy-adriana-smith-charged,Illinois
N/A,Indianapolis,2020-01-27,1606422,1,0,https://www.wishtv.com/news/police-investigating-after-teen-shot-in-critical-condition/,Indiana
46519 Midway Dr,Lexington Park,2020-01-27,1608246,0,0,https://smnewsnet.com/archives/469069/lexington-park-man-arrested-after-firing-shotgun-into-an-occupied-residence/,Maryland
271 NW 53rd St,Miami,2020-01-27,1607502,3,0,https://www.local10.com/news/local/2020/01/28/police-investigating-shooting-in-miami-1-person-hospitalized/,Florida
NE 203rd St and 20th Ave,Miami,2020-01-27,1607499,1,1,https://www.local10.com/news/local/2020/01/27/two-people-shot-in-busy-area-of-northeast-miami-dade-county/,Florida
4545 Wenig Rd NE,Cedar Rapids,2020-01-27,1607776,0,0,https://www.kcci.com/article/attempted-break-in-caught-on-iowa-doorbell-camera/30713174,Iowa
3000 block of W Gladys Ave,Chicago,2020-01-27,1607476,1,0,https://chicago.suntimes.com/2020/1/28/21111351/9-shot-2-fatally-monday-chicago-shooting-roundup-january28-crime-police-homicide-wounded,Illinois
4600 block of S Francisco Ave,Chicago,2020-01-27,1607482,1,0,https://chicago.suntimes.com/2020/1/28/21111351/9-shot-2-fatally-monday-chicago-shooting-roundup-january28-crime-police-homicide-wounded,Illinois
Allen St,Crosstown,2020-01-27,1608190,0,0,https://wsiltv.com/2020/01/28/stolen-firearms-recovered-in-white-county/,Illinois
9400 block of S Prairie Ave,Chicago,2020-01-27,1607474,0,1,https://chicago.suntimes.com/2020/1/28/21111351/9-shot-2-fatally-monday-chicago-shooting-roundup-january28-crime-police-homicide-wounded,Illinois
3800 block of W Gladys Ave,Chicago,2020-01-27,1607467,3,0,https://chicago.suntimes.com/crime/2020/1/27/21111272/garfield-park-shooting-three-wounded-gun-violence-gladys,Illinois
172 Golden Hill Street,Bridgeport,2020-01-27,1606554,4,0,https://www.providencejournal.com/news/20200127/4-shot-outside-bridgeport-conn-courthouse-3-suspects-in-custody?rssfeed=true,Connecticut
400 block of N 16th Pl,Opelika,2020-01-27,1607439,1,0,https://www.wtvm.com/2020/01/27/opelika-police-investigating-overnight-shooting/,Alabama
N/A,Wasilla,2020-01-27,1607763,0,0,https://www.ktva.com/story/41615943/man-arrested-in-wasilla-theft-in-which-shot-was-fired,Alaska
Crazy Horse Dr,Kiln,2020-01-27,1607424,1,0,https://www.sunherald.com/news/local/crime/article239702763.html,Mississippi
20700 block of Tireman Ave,Detroit,2020-01-27,1607422,0,1,https://www.detroitnews.com/story/news/local/detroit-city/2020/01/27/man-killed-shot-detroit-tireman-west-side/4593609002/,Michigan
2600 block of SW 330th St,Federal Way,2020-01-27,1610866,0,0,https://www.federalwaymirror.com/news/police-nab-suspects-who-carjacked-woman-at-gunpoint-crashed-vehicle-in-federal-way/,Washington
1000 block of Cooper Rd,Raleigh,2020-01-27,1607675,0,1,https://www.wral.com/fourth-person-arrested-after-man-fatally-shot-near-raleigh-park/18913072/,North Carolina
600 block of Goldwire Pl SW,Birmingham,2020-01-27,1609740,0,1,https://www.al.com/news/birmingham/2020/01/21-year-old-charged-in-birmingham-homicide.html,Alabama
900 block of Short 7th St,Natchitoches,2020-01-27,1608155,1,2,https://www.ksla.com/2020/02/04/third-suspect-named-natchitoches-double-homicide/,Louisiana
I-10 and Chandler Blvd,Chandler,2020-01-27,1606444,0,1,https://www.azfamily.com/news/pd-officer-two-others-hurt-in-officer-involved-shooting-in/article_55f3dbb0-4111-11ea-b449-87295137a0f5.html,Arizona
Carr St and Bogan St,Alexandria,2020-01-27,1607388,0,1,https://www.kalb.com/content/news/Family-Monday-night-shooting-claims-life-of-Alexandria-17-year-old-567349491.html,Louisiana
4248 US 221 S,Marion,2020-01-27,1609138,0,0,https://www.mcdowellnews.com/news/marion-pd-search-warrant-at-hotel-uncovers-firearms-narcotics-cash/article_ad8bd74e-b201-511e-a58e-97c1a468d034.html,North Carolina
I-95,Robeson (county),2020-01-27,1607640,1,0,https://www.fayobserver.com/news/20200128/state-trooper-identified-in-shooting-that-wounded-man-in-robeson-county-on-monday,North Carolina
Giddings Ave SE and Burton St SE,Grand Rapids,2020-01-27,1608129,1,0,https://www.woodtv.com/news/grand-rapids/police-teen-shot-in-leg-in-grand-rapids/,Michigan
N/A,Camden,2020-01-27,1607200,0,0,http://newjersey.news12.com/story/41617671/joint-njpennsylvania-investigation-nets-5-in-illegal-gun-ring-in-camden,New Jersey
612 US-31 W Bypass,Bowling Green,2020-01-27,1609083,0,0,https://www.wbko.com/content/news/Police-Accidental-shot-fired-into-McDonalds-window-no-one-injured-567346511.html,Kentucky
Oakdale Green Dr,Charlotte,2020-01-27,1609077,0,0,https://www.wsoctv.com/news/local/mother-young-children-held-gunpoint-home-invasion-north-charlotte/6SNVJC2UWBE2HAP7Q7S7L3Y24Q/,North Carolina
1441 Bethel Rd,Columbus,2020-01-27,1607364,0,0,https://abc6onyourside.com/news/local/15-year-old-arrested-for-allegedly-bringing-loaded-gun-to-centennial-high-school,Ohio
2750 Vickers Dr,Colorado Springs,2020-01-27,1608113,0,0,https://www.fox21news.com/news/crime/woman-arrested-after-shots-fired-at-colorado-springs-apartments/,Colorado
1325 Bluegrass Ave,Louisville,2020-01-27,1607342,0,0,https://www.wave3.com/2020/01/28/gun-found-students-backpack-hazelwood-elementary-jcps-confirms/,Kentucky
Mount Salem Rd,Hustonville,2020-01-27,1609040,2,0,https://www.wkyt.com/content/news/Shotgun-blast-injures-two-during-fight-in-Lincoln-County-567319561.html,Kentucky
1800 block of Pennsylvania Ave,New Castle,2020-01-27,1608035,1,0,https://www.ncnewsonline.com/news/local_news/farrell-man-wanted-in-robbery-gunfire-incident/article_9c0b080f-43a4-56bb-b967-d369098d14b5.html,Pennsylvania
641 N Potomac St,Aurora,2020-01-27,1606736,0,1,https://www.auroragov.org/blog/One.aspx?portalId=2869361&postId=16391570&portletAction=viewpost,Colorado
Louisa Ave,Dowagiac,2020-01-27,1609008,0,1,https://www.fox17online.com/news/local-news/south-mi/man-killed-in-dowagiac-robbery-idd-suspects-charged,Michigan
Bass Dr,Holly Hill,2020-01-27,1609001,0,0,https://thetandd.com/news/local/crime-and-courts/report-two-attacked-in-holly-hill-home-invasion/article_e29ec7fc-5dc7-5b72-9c74-6da86329b9f1.html,South Carolina
7800 block of W Military Dr,San Antonio,2020-01-27,1607344,1,0,https://www.ksat.com/news/local/2020/01/28/sapd-man-in-critical-condition-after-west-side-shooting/,Texas
2807 W Lincoln Ave,Yakima,2020-01-27,1608084,0,0,https://kimatv.com/news/local/police-yakima-teen-arrested-for-threatening-woman-girl-at-and-elementary-school,Washington
Osceloa St,Myrtle Beach,2020-01-27,1608973,0,0,https://www.myrtlebeachonline.com/news/local/crime/article239755493.html,South Carolina
Calhoun Rd,Saint Matthews,2020-01-27,1608960,0,1,https://www.wistv.com/2020/01/28/year-old-man-killed-shooting-calhoun-county/,South Carolina
810 Bedford St,Johnstown,2020-01-27,1607337,0,0,https://wjactv.com/news/local/police-2-taken-into-custody-following-shots-fired-incident-in-dale-borough,Pennsylvania
I-80,Sacramento,2020-01-27,1607807,2,0,,California
300 block of Litchfield St,Barnwell,2020-01-27,1607536,0,1,https://www.aikenstandard.com/news/autopsy-confirms-barnwell-shooting-suspect-died-from-self-inflicted-gunshot/article_d3dd95d6-42d6-11ea-8be1-4349db041bd2.html,South Carolina
119 S Clark St,Newburgh,2020-01-28,1608930,2,0,http://hudsonvalley.news12.com/story/41623748/police-2-men-found-shot-outside-newburgh-home,New York
5815 Pryor Ave,Saint Joseph,2020-01-28,1608039,0,1,https://www.kq2.com/content/news/Diocese-of-Kansas-City-St-Joseph-St-James-priest-dies-by-suicide--567360301.html,Missouri
4800 S Hulen St,Fort Worth,2020-01-28,1609930,0,0,https://www.star-telegram.com/news/local/fort-worth/article239790783.html,Texas
400 block of E Baltimore St,Baltimore,2020-01-28,1607559,0,1,https://www.baltimoresun.com/news/crime/bs-md-ci-cr-man-dead-fatal-shooting-homicide-20200210-srg373n64nh77nqcirfitlpziq-story.html,Maryland
100 block of W 10th St,Stockton,2020-01-28,1608025,2,0,https://www.kcra.com/article/2-injured-in-shooting-in-stockton-neighborhood/30695100,California
3000 block of Dacca Dr,Houston,2020-01-28,1608983,1,0,https://www.click2houston.com/news/local/2020/02/05/elderly-man-shot-during-robbery-calls-to-end-violence-in-southeast-side-houston-neighborhood/,Texas
55th St and Central Ave,Los Angeles,2020-01-28,1608015,0,1,https://ktla.com/2020/01/28/woman-found-fatally-shot-inside-south-l-a-tent/,California
17017 Burbank Blvd,Los Angeles,2020-01-28,1609911,0,1,https://ktla.com/2020/01/30/man-shot-to-death-in-lake-balboa-park-after-witnesses-recall-hearing-arguing-followed-by-gunshots-lapd/,California
27385 West Outer Dr,Ecorse,2020-01-28,1609890,0,0,https://www.fox2detroit.com/news/guns-drawn-during-fight-at-ecorse-high-school,Michigan
400 block of Denver Ave,Kansas City,2020-01-28,1608004,0,1,https://www.kmbc.com/article/police-man-shot-multiple-times-behind-kansas-city-home/30686200,Missouri
3100 block of Jackson Ave,Memphis,2020-01-28,1609763,0,0,https://wreg.com/2020/01/30/memphis-man-arrested-after-shooting-at-attempted-robber/,Tennessee
W Frederick St and Mason Dr,Newaygo,2020-01-28,1609871,0,0,https://www.wzzm13.com/article/news/local/large-police-presence-home-newaygo-county/69-75067327-9e11-4f8a-95dc-27bc4b4bf3d7,Michigan
915 Teal Ct,Colorado Springs,2020-01-28,1608106,0,1,https://gazette.com/news/police-colorado-springs-woman-says-she-killed-boyfriend-after-he/article_39d779ac-42cc-11ea-a2e9-a7db17b3b809.html,Colorado
N/A,Victoria,2020-01-28,1610645,0,0,https://www.victoriaadvocate.com/news/crime/blotter-police-investigate-reports-of-shots-fired-in-the-north/article_2be71edc-42e6-11ea-8b6f-0f633f85e459.html,Texas
4400 block of N Navarro St,Victoria,2020-01-28,1610642,0,0,https://www.victoriaadvocate.com/news/crime/blotter-police-investigate-reports-of-shots-fired-in-the-north/article_2be71edc-42e6-11ea-8b6f-0f633f85e459.html,Texas
1175 Barron Ct,Memphis,2020-01-28,1608868,0,0,https://wreg.com/2020/01/29/memphis-woman-shot-at-while-trying-to-retrieve-stolen-car/,Tennessee
9070 Macedonia Rd,Hopewell,2020-01-28,1608861,1,0,https://whiznews.com/2020/01/29/shooting-in-muskingum-county-investigated/,Ohio
1100 block of S Sprigg St,Cape Girardeau,2020-01-28,1608962,1,1,https://www.wpsdlocal6.com/news/cape-girardeau-shooting-victim-was--year-old-man-police/article_e35fc3a4-43a2-11ea-a0cc-fb91f08159a5.html,Missouri
1200 block of Brown Rd,Augusta,2020-01-28,1608776,1,0,https://www.wjbf.com/news/report-shots-fired-on-brown-road/,Georgia
800 block of Brown St,Iowa City,2020-01-28,1608850,2,0,https://kwwl.com/2020/01/29/one-treated-for-gunshot-wound-in-cedar-rapids/,Iowa
931 Peachers Mill Rd,Clarksville,2020-01-28,1607726,3,0,https://clarksvillenow.com/local/police-arrest-second-person-in-peachers-mill-shooting/,Tennessee
5893 Copley Dr,San Diego,2020-01-28,1608839,0,1,https://www.nbcsandiego.com/news/local/man-fatally-shoots-self-inside-san-diego-medical-building/2252297/,California
N/A,Centerville,2020-01-28,1609831,0,0,https://www.heraldstandard.com/news/local_news/centerville-man-jailed-for-firing-gun-at-woman/article_21d66bf7-299f-5db4-b42e-3c2146ed188d.html,Pennsylvania
441 Welshwood Dr,Nashville,2020-01-28,1608507,1,0,https://www.newschannel5.com/news/man-shot-in-attempted-robbery-in-south-nashville,Tennessee
100 block of Leslie Rd,Monroeville,2020-01-28,1608057,1,0,https://www.post-gazette.com/news/crime-courts/2020/01/30/Teen-charged-as-adult-Monroeville-shooting-Rayshaun-Jackson/stories/202001300136,Pennsylvania
800 block of Lincoln Ave,Cincinnati,2020-01-28,1608804,1,0,https://www.cincinnati.com/story/news/2020/01/28/police-teenager-shot-forehead-police-responding/4603608002/,Ohio
1200 block of S Sawyer Ave,Chicago,2020-01-28,1609784,0,0,https://chicago.suntimes.com/2020/1/30/21114906/ride-share-drivers-carjacked-january-lawndale-chicago-police,Illinois
3495 Peachtree Industrial Blvd,Duluth,2020-01-28,1608795,1,0,https://www.gwinnettdailypost.com/local/cities/suspect-shot-in-leg-while-trying-to-rob-duluth-gas/article_751de68c-41f9-11ea-bb2d-efcbfb5ecb84.html,Georgia
6549 Broadway Avenue,Cleveland,2020-01-28,1607839,1,0,https://www.cleveland.com/metro/2020/01/man-shoots-attacker-in-self-defense-in-clevelands-slavic-village-neighborhood-police-say.html,Ohio
1600 block of W Beach Ave,Chicago,2020-01-28,1609760,0,0,https://chicago.suntimes.com/2020/1/30/21114892/armed-carjackings-reported-january-wicker-park-chicago-police,Illinois
3027 Washington Rd,Augusta,2020-01-28,1608779,0,0,https://www.wjbf.com/csra-news/parts-of-washington-road-closed-following-incident-at-masters-inn/,Georgia
3701 TX-22,Corsicana,2020-01-28,1607944,0,0,https://www.kwtx.com/content/news/Student-at-Corsicana-High-took-unloaded-gun-to-school-district-says-567363951.html,Texas
12th Street and Marion Road SE,Rochester,2020-01-28,1607935,0,0,https://myfox47.com/2020/01/28/rpd-winona-man-arrested-after-meth-stolen-handgun-discovered/,Minnesota
Elkhorn Creek and KY-805,Shelby Gap,2020-01-28,1607733,0,1,https://mountain-topmedia.com/man-shot-killed-by-police-in-pike-county-identified/,Kentucky
200 Belgrade Ave,Mankato (North Mankato),2020-01-28,1607934,0,0,https://www.keyc.com/2020/01/29/north-mankato-police-investigating-stray-bullet-incident-asking-public-assistance/,Minnesota
N/A,San Antonio,2020-01-28,1611418,0,0,https://www.ksat.com/news/local/2020/01/30/police-man-threatening-to-dissolve-bodies-and-make-explosives-arrested-while-in-possession-of-fully-loaded-handgun/,Texas
N/A,Wadesboro,2020-01-28,1610557,1,0,https://www.wsoctv.com/news/local/wadesboro-residents-pray-peace-after-4-shot-8-days/SRFQO2F3XREFBOU423MJM55HX4/,North Carolina
1031 W Avenue P,Palmdale,2020-01-28,1608735,0,1,https://www.foxla.com/news/man-killed-after-gunfire-erupts-at-carls-jr-parking-lot-in-palmdale-suspect-at-large,California
1800 block of Parsons Avenue,Columbus,2020-01-28,1607900,1,0,https://myfox28columbus.com/news/local/police-investigating-shooting-in-south-columbus,Ohio
1414 Copley Rd,Akron,2020-01-28,1608714,1,0,https://www.cleveland.com/crime/2020/01/akron-police-searching-for-man-who-shot-copley-road-liquor-store-owner-during-robbery.html,Ohio
S High St,Longview,2020-01-28,1611395,0,0,https://www.news-journal.com/news/police/police-beat-wednesday-jan/article_a8ebe8fe-41fb-11ea-8bcd-675190343b02.html,Texas
812 Springdale Rd,Austin,2020-01-28,1609715,0,0,https://twitter.com/Chief_Guajardo/status/1222278673937707009,Texas
Edison St and Cleveland Ave,Salt Lake City,2020-01-28,1620805,0,0,https://www.ksl.com/article/46717025/salt-lake-man-charged-with-shooting-at-boy-walking-home-from-school,Utah
Rufus Bankston Rd,Hammond,2020-01-28,1609716,1,0,https://www.theadvocate.com/baton_rouge/news/communities/livingston_tangipahoa/article_0c669798-4397-11ea-b82c-5772a034b80a.html,Louisiana
Sessions St,Conway,2020-01-28,1610484,0,0,https://wpde.com/news/local/barricaded-subject-reported-in-conway,South Carolina
500 block of S 25th St,Donna,2020-01-28,1607969,1,0,https://www.kveo.com/news/local-news/family-arrested-in-connection-to-a-shooting/,Texas
9220 Spring Hill Dr,Spring Hill,2020-01-28,1608630,0,0,https://www.wtsp.com/article/news/local/hernandocounty/library-parking-lot-gun-sale-becomes-botched-armed-robbery-spring-hill-florida/67-39aeb355-feb8-49a6-a60b-ad8ae3fc0455,Florida
300 block of Howland St,Battle Creek,2020-01-28,1610465,0,0,https://www.battlecreekenquirer.com/story/news/2020/01/30/police-fire-armed-robbery-conviction-man-shot-foot/2855016001/,Michigan
12115 Chicago Ave,Hudson,2020-01-28,1608649,0,0,https://www.abcactionnews.com/news/region-pasco/fivay-high-school-teacher-arrested-after-deputies-find-gun-in-her-purse,Florida
Union St and Capital Ave N,Battle Creek,2020-01-28,1610463,1,0,https://www.battlecreekenquirer.com/story/news/2020/01/30/police-fire-armed-robbery-conviction-man-shot-foot/2855016001/,Michigan
900 E Denman Ave,Lufkin,2020-01-28,1609004,1,0,https://www.easttexasmatters.com/news/top-stories/lufkin-police-officially-charge-17-year-old-with-attempted-murder-of-rival-gang-member/,Texas
2030 Glenwood Dyer Rd,Chicago Heights (Lynwood),2020-01-28,1608403,0,1,https://chicago.suntimes.com/crime/2020/2/3/21121249/jonatan-arroyo-ortiz-charged-murder-shooting-diondre-crosby-nelson-lynwood-roller-skating-rink,Illinois
27th St and Lewis St,Little Rock,2020-01-28,1608596,1,0,https://www.fox16.com/news/local-news/man-found-with-gunshot-to-ankle-in-little-rock/,Arkansas
2500 Block of Desoto Dr,Kissimmee,2020-01-28,1608544,0,0,https://www.clickorlando.com/news/local/2020/01/29/pursuit-starting-in-osceola-county-ends-in-winter-garden-6-in-custody/,Florida
2900 block of Providence Creek Rd,Richmond,2020-01-28,1607851,0,1,https://www.nbc12.com/2020/01/30/year-old-arrested-shooting-death-chesterfield-man/,Virginia
900 block of Windsor Avenue,Dayton,2020-01-28,1607879,0,1,https://www.daytondailynews.com/news/local/police-investigating-shooting-death-dayton-woman/aAI8R2C6c7QQdUuJWqLptL/,Ohio
514 S Perkins Rd,Memphis,2020-01-28,1608849,0,0,https://www.wmcactionnews5.com/2020/01/31/police-investigating-shooting-near-white-station-high-school/,Tennessee
1259 S 800 E,Orem,2020-01-28,1610403,0,0,https://www.heraldextra.com/news/local/central/provo/provo-man-arrested-for-reportedly-stealing-vehicle-and-gun-from/article_01392179-c15e-50e7-96ed-35afa4522b6d.html,Utah
MA Route 117,Leominster,2020-01-28,1607875,0,0,https://whdh.com/news/police-hunting-2-armed-home-invaders-in-leominster/,Massachusetts
Buechner Ave,Cleveland,2020-01-28,1609623,0,0,https://www.cleveland19.com/2020/01/30/armed-dad-stops-carjackers-follows-them-through-old-brooklyn-neighborhood/,Ohio
950 Hoe Ave,Bronx,2020-01-28,1608522,0,0,https://twitter.com/NYC_Alerts911/status/1222342084541153281,New York
4322 Rainbow Blvd,Kansas City,2020-01-28,1609210,0,1,https://www.kctv5.com/news/local_news/two-charged-after-man-shot-killed-inside-pizza-hut-in/article_0e285bae-4287-11ea-a30d-23025b9fa47f.html,Kansas
700 block of NW 56th Ct,Ocala,2020-01-28,1608505,1,0,https://www.ocala.com/news/20200128/man-21-injured-in-ocala-drive-by-shooting,Florida
7400 E Osborn Rd,Scottsdale,2020-01-28,1608002,0,1,https://www.azfamily.com/news/police-id-man-officer-shot-killed-outside-scottsdale-hospital/article_2c4a11ec-423f-11ea-968d-7b60282dc412.html,Arizona
American Way and Getwell Rd,Memphis,2020-01-28,1607815,1,0,https://wreg.com/2020/01/28/one-man-injured-after-parkway-village-shooting/,Tennessee
511 County Road 466,Lady Lake,2020-01-28,1609567,0,0,https://www.villages-news.com/2020/01/29/teen-with-loaded-gun-in-stolen-vehicle-leads-deputies-on-chase-that-ends-in-lady-lake/,Florida
Jones St,Thomasville,2020-01-28,1609565,0,0,https://www.walb.com/2020/01/28/undercover-drug-buy-lands-thomasville-man-jail/,Georgia
1621 Oakwood Ave,Beloit,2020-01-28,1607796,0,0,https://fox6now.com/2020/01/28/police-beloit-elementary-student-brought-handgun-to-school/,Wisconsin
Clarkson Street and Holbrook Street,Ansonia,2020-01-28,1607773,1,0,https://www.ctpost.com/local/article/Ansonia-police-investigate-shooting-15009782.php,Connecticut
TN-385 and Winchester Rd,Memphis,2020-01-28,1607809,0,0,https://www.wmcactionnews5.com/2020/02/20/mpd-asking-help-tracking-down-suspects-separate-interstate-shootings/,Tennessee
4103 Wesley Club Dr,Decatur,2020-01-28,1608743,0,1,https://www.cbs46.com/news/second-suspect-arrested-in-connection-to-decatur-murder-case/article_43eb196a-4ae9-11ea-bdd4-4f5e865a9445.html,Georgia
300 block of W Mescalero Rd,Roswell,2020-01-28,1615461,0,0,https://www.facebook.com/RoswellPoliceSS,New Mexico
1535 S Standard Ave,Santa Ana,2020-01-28,1609473,0,1,https://www.nbclosangeles.com/news/local/authorities-seek-publics-help-to-identify-suspect-in-santa-ana-homicide-case/2300982/,California
900 block of Mouton Circle,Palo Alto,2020-01-28,1608563,0,1,https://www.eastbaytimes.com/2020/01/30/east-palo-altos-first-homicide-victim-of-the-year-identified/,California
3000 N Keystone Ave,Indianapolis,2020-01-28,1608383,0,0,https://www.indystar.com/story/news/crime/2020/01/28/indianapolis-crime-police-search-car-after-shots-fired-officers/4603574002/,Indiana
4325 Prospect Ave,Kansas City,2020-01-28,1607730,1,1,https://www.kansascity.com/news/local/crime/article239721733.html,Missouri
1919 S Akard St,Dallas,2020-01-28,1608813,0,1,https://dpdbeat.com/2020/01/29/help-needed-in-the-homicide-investigation-of-jalon-spencer/,Texas
535 Seminar Dr,Houston,2020-01-28,1607997,0,1,https://www.khou.com/article/news/crime/burglary-suspect-dies-after-being-shot-three-times-in-greenspoint-area-police-say/285-ca5c05bb-4571-456a-b0c7-a469481ae8ed,Texas
200 Block of Ave O,Palm Beach Gardens (Riviera Beach),2020-01-28,1608364,1,0,https://www.palmbeachpost.com/news/20200129/riviera-police-one-injured-in-shooting-late-tuesday,Florida
6225 W Ajo Way,Tucson,2020-01-28,1608054,0,1,https://tucson.com/news/local/crime-and-courts/alleged-tucson-kidnapper-pointed-gun-at-officers-before-being-shot/article_40b6eabc-446d-11ea-966a-f7d3483e0058.html#tracking-source=home-top-story-1,Arizona
2400 block of Lidstone St,Houston,2020-01-28,1609383,1,0,https://www.khou.com/article/news/crime/robbery-victim-shot-as-he-tried-to-safety-in-southeast-houston-neighborhood/285-a3dea132-b266-4c43-a5f1-b9405157ffde,Texas
7785 Gladiolus Dr,Fort Myers,2020-01-28,1616100,0,1,https://www.nbc-2.com/story/41673078/deputies-make-arrest-in-gladiolus-apartment-murder,Florida
OK-53,Comanche,2020-01-28,1607632,2,0,https://www.duncanbanner.com/news/osbi-investigating-officer-involved-shooting-in-stephens-county/article_5980f078-41f3-11ea-82e6-6bf09901560b.html,Oklahoma
3500 block of Primrose Ave,Greensboro,2020-01-28,1607657,1,0,https://myfox8.com/2020/01/28/person-taken-to-hospital-with-gunshot-wound-after-shooting-on-primrose-avenue-in-greensboro/,North Carolina
