address,city,date,id,injured,killed,lat,lng,source,state
301 N Rogers St,Clarksville,1/1/2020,1586171,1,0,35.4734509,-93.4590003,https://www.nwahomepage.com/news/knwa/one-arrested-in-new-years-day-shooting-in-clarksville/,Arkansas
LA-182,Grand Coteau,1/1/2020,1586139,1,0,30.4199203,-92.0465087,https://kadn.com/suspect-to-be-charged-with-attempted-first-degree-murder-in-grand-coteau-officer-involved-shooting/,Louisiana
2500 block of North Ave,Richmond,1/1/2020,1585484,0,1,37.5651003,-77.4334188,https://www.nbc12.com/2020/01/01/dead-new-years-day-shooting-richmond/,Virginia
1437 St Clair Ave NE,Cleveland,1/1/2020,1585746,4,0,41.5062536,-81.6859114,https://www.cleveland.com/metro/2020/01/man-charged-in-new-years-day-quadruple-shooting-at-downtown-cleveland-nightclub.html,Ohio
5900 block of Bear Creek Dr,Bedford (Bedford Heights),1/1/2020,1586051,1,1,41.4003435,-81.5103588,https://www.cleveland.com/crime/2020/01/man-charged-in-shooting-killing-man-new-years-day-injuring-woman-in-bedford-heights-police-say.html,Ohio
3011 E Gore Blvd,Lawton,1/1/2020,1586146,1,0,34.6085283,-98.3521402,https://www.kswo.com/2020/01/01/lpd-investigating-east-lawton-shooting/,Oklahoma
3900 Galt Ocean Dr,Fort Lauderdale,1/1/2020,1587164,0,1,26.1758349,-80.0975557,https://www.sun-sentinel.com/local/broward/fort-lauderdale/fl-ne-galt-ocean-shooting-20200102-jcaseznlw5ertihbkurpmxz2qu-story.html,Florida
11 Elliewood Ave,Charlottesville,1/1/2020,1586675,1,0,38.0360722,-78.5002052,https://www.dailyprogress.com/news/crime/woman-shot-on-elliewood-avenue-on-new-year-s-morning/article_0828611f-b85e-50e5-af74-ca7f07b0c4f0.html,Virginia
Cornelia Ave,Fresno,1/1/2020,1587149,3,0,36.8313119,-119.8805448,https://abc30.com/3-injured-when-suspects-open-fire-on-northwest-fresno-apartment/5807444/,California
1300 block of Covington Dr,Desoto,1/1/2020,1587134,1,0,32.610726,-96.892085,https://www.wfaa.com/article/news/crime/1-injured-new-years-shooting-desoto-home/287-d7d787a3-acc7-4418-840d-f6d3ce19774a,Texas
1900 block of E 5th Ave,Anchorage,1/1/2020,1586031,1,0,61.2175529,-149.8648891,http://www.youralaskalink.com/news/swat-officers-responded-to-a-shooting-incident/article_53bb8b2a-2d9f-11ea-b2aa-7f63d737fef3.html,Alaska
500 block of E 3rd Ave,Belton,1/1/2020,1591514,1,0,31.05797,-97.458083,https://www.kwtx.com/content/news/Arrest-made-in-New-Years-Day-shooting-that-sent-teen-to-local-hospital-566941121.html,Texas
E St and Goodhue Blvd,Lincoln,1/1/2020,1586122,0,0,40.8036724,-96.7083668,https://www.1011now.com/content/news/Lincoln-homeowner-fires-gun-pepper-sprays-burglary-suspect-566623951.html,Nebraska
2130 N 61st St,Lincoln,1/1/2020,1589234,0,0,40.8338058,-96.6380522,https://www.lincoln.ne.gov/city/police/stats/cfssat.htm,Nebraska
China Rose Dr,Austin,1/1/2020,1586119,0,0,30.2797612,-97.6262504,https://www.kxan.com/news/local/austin/woman-says-bullet-came-through-her-roof-nearly-hit-her-after-midnight-in-east-austin/,Texas
N/A,Lincoln,1/1/2020,1620983,0,0,40.8088861,-96.7077751,https://journalstar.com/news/local/crime-and-courts/police-chase-with--year-old-man-with-a-gun/article_d63fe08f-d89a-5fb9-91e2-3348cae32f3f.html,Nebraska
Hamilton St,Omaha,1/1/2020,1586114,1,0,41.2719711,-95.9528735,https://www.omaha.com/news/year-old-man-drives-himself-to-omaha-hospital-after-shooting/article_e0361cb4-368d-580e-b79a-7b7fcb6584cc.html,Nebraska
Palm Ave,Fort Myers,1/1/2020,1587110,0,0,26.6471537,-81.856413,https://www.news-press.com/story/news/crime/2020/01/02/police-pulled-him-over-after-seeing-hearing-shots-fired/2795817001/,Florida
1825 Lorain Blvd,Elyria,1/1/2020,1586078,1,0,41.3955642,-82.1167542,https://www.morningjournal.com/news/crime/lorain-man-arrested-for-alleged-involvement-in-elyria-days-inn/article_8c152afa-318a-11ea-861e-07d09c840881.html,Ohio
6244 Little River Turnpike,Alexandria,1/1/2020,1587077,1,0,38.8177857,-77.1414204,https://www.wusa9.com/article/news/crime/shooting-bathroom-alexandria-restaurant-one-injury/65-75fd3975-f598-4012-a5ba-aee56c2d0aa4,Virginia
900 S Farm to Market Rd 1417,Sherman,1/1/2020,1587067,0,0,35.83272,-80.836455,https://www.kxii.com/content/news/Man-arrested-after-firing-gun-at-Country-Village-Apartments-566668771.html,Texas
3700 Union Blvd,Saint Louis,1/1/2020,1586058,1,0,38.679304,-90.258083,https://www.kmov.com/news/north-st-louis-man-charged-in-separate-shootings-on-new/article_dfdaa62a-2d0b-11ea-90ca-63c997e00db6.html,Missouri
Roosevelt St,Rio Grande City,1/1/2020,1588684,0,0,26.382624,-98.8333904,https://www.kveo.com/news/local-news/celebratory-gunfire-calls-drop-from-last-year-for-valley-city/,Texas
I-4,Volusia (county),1/1/2020,1585875,0,0,29.168591,-81.5209046,https://www.actionnewsjax.com/news/local/duval-county/fhp-investigating-road-rage-incident-suspect-may-have-shot-cars/WJE5VA7BRVG23N3FPXLUZFW5DY/,Florida
Vine St,Springfield Township,1/1/2020,1586080,0,0,39.2126554,-84.4741282,https://local12.com/news/local/police-investigate-springfield-township-shooting-cincinnati,Ohio
1600 block of 7th St SE,Roanoke,1/1/2020,1585650,1,0,37.259078,-79.926892,https://www.roanoke.com/news/crime/roanoke-police-investigate-early-morning-shooting/article_acaf4d42-4950-52a7-bdc6-2f18d6530ddc.html,Virginia
5300 block of Bahama Terrace,Cincinnati,1/1/2020,1585716,0,1,39.188231,-84.565024,https://www.cincinnati.com/story/news/2020/01/01/cincinnati-new-years-morning-shooting-one-man-injured-mt-airy/2789688001/,Ohio
N/A,Locust Grove,1/1/2020,1587005,0,1,36.2000936,-95.1677401,https://www.news9.com/story/41512583/teen-found-dead-shot-in-mayes-county-deputies-say,Oklahoma
1227 Morrell Ave,Dallas,1/1/2020,1586184,0,1,32.7391976,-96.8061886,https://dpdbeat.com/2020/01/02/arrest-made-in-the-homicide-investigation-of-kerwin-clemons/,Texas
1300 block of South Cleveland Ave,Sioux Falls,1/1/2020,1585836,1,0,43.5345552,-96.6912768,https://www.ksfy.com/content/news/New-Years-Day-shooting-in-Sioux-Falls-leaves-1-injured-3-suspects-in-custody-566628021.html,South Dakota
1397 Boonehill Rd,Summerville,1/1/2020,1587357,1,0,35.804235,-80.883322,https://www.wistv.com/2020/01/06/police-man-charged-shooting-summerville-gas-station/,South Carolina
302 E 6th St,Austin,1/1/2020,1585823,2,0,30.267614,-97.740064,https://www.statesman.com/news/20200110/new-yearrsquos-day-shooting-victim-sues-terminal-6-nightclub-for-negligence?rssfeed=true,Texas
100 block of Gandy Drive,Saint Louis (Creve Coeur),1/1/2020,1585864,2,0,38.6883218,-90.4230594,https://fox2now.com/2020/01/01/gunfire-erupts-across-st-louis-on-violent-new-years-eve/,Missouri
Valley Rd,Ambridge,1/1/2020,1586872,0,0,40.5802904,-80.2200438,https://www.wpxi.com/news/top-stories/bullet-new-years-celebratory-gunfire-shoots-through-familys-home/TTDRMS2PLBASJL7O7HM5BNTSUI/,Pennsylvania
2199 Southport Rd,Spartanburg,1/1/2020,1587878,0,0,34.9224884,-81.889779,https://www.wyff4.com/article/spartanburg-man-accused-in-2-sex-assaults-armed-robbery-committed-home-invasion-on-same-day-deputies-say/30391856,South Carolina
3000 block of N 25th St,Saint Louis,1/1/2020,1586056,1,0,38.65442,-90.208291,https://www.ksdk.com/article/news/crime/update-10-people-shot-5-fatally-in-first-hours-of-2020/63-0e756c50-b0ff-4ae5-98e9-a23c7b94f7ea,Missouri
Willesden Green Ct,Hermitage,1/1/2020,1598354,0,1,36.184211,-86.595745,https://www.wsmv.com/news/police-arrest-hermitage-man-for-fatal-shooting-on-new-year/article_b217462e-38c0-11ea-9fa2-831b26416f18.html,Tennessee
2300 block of E Fargo St,Broken Arrow,1/1/2020,1586953,1,0,36.08104,-95.7626965,https://www.newson6.com/story/41513136/man-arrested-after-woman-shot-in-broken-arrow-police-say,Oklahoma
9000 block of Warwick St,Detroit,1/1/2020,1587597,0,0,42.359579,-83.227373,https://www.clickondetroit.com/news/local/2020/02/01/detroit-police-arrest-9-people-involved-in-dangerous-celebratory-gunfire-on-new-years-eve/,Michigan
Merrill Ave and West 58th St,Cleveland,1/1/2020,1585741,0,1,41.468818,-81.727074,https://www.cleveland.com/crime/2020/01/cleveland-man-charged-in-girlfriends-death-while-firing-celebratory-gunshots-new-years-day.html,Ohio
3400 block of Monaghan St,Dublin,1/1/2020,1587120,1,1,37.7079563,-121.8616042,https://www.eastbaytimes.com/2020/01/03/woman-suspect-fatally-shot-in-dublin-home-break-in-identified/,California
100 Canty Pl,Columbus,1/1/2020,1585541,0,1,32.451806,-84.96364,https://www.wtvm.com/2020/01/01/two-teenagers-arrested-new-years-day-murder-columbus/,Georgia
1000 block of Darrow Ave,Evanston,1/1/2020,1586404,1,0,42.035829,-87.697801,https://chicago.suntimes.com/crime/2020/1/7/21055320/aisha-perrin-charged-shooting-uncle-argument-evanston-apartment-building-gun-violence,Illinois
200 block of Arch St,Akron,1/1/2020,1586941,1,0,41.083999,-81.49985,https://www.news5cleveland.com/news/local-news/akron-canton-news/robber-shoots-akron-man-in-the-head-steals-playstation-4-during-home-invasion,Ohio
S Broad St,Globe,1/1/2020,1586980,0,1,33.3951302,-110.7867929,https://www.azcentral.com/story/news/local/arizona-breaking/2020/01/03/eric-tellez-jr-fatally-shot-globe-police-officer-new-years-eve/2803505001/,Arizona
N/A,Stark (county),1/1/2020,1587822,1,0,40.7214654,-81.4399734,https://www.cantonrep.com/news/20200102/celebratory-lake-township-gunfire-ends-in-new-yearrsquos-hospital-visit,Ohio
Lake Ruby Rd,Deland,1/1/2020,1596317,0,0,40.21799,-79.49156,https://www.news-journalonline.com/news/20200113/new-yearrsquos-celebration-bullet-damages-deland-area-homersquos-air-conditioning,Florida
140 Crown Dr,Danville,1/1/2020,1587099,1,0,36.595016,-79.42596,https://www.godanriver.com/news/local/police-woman-shot-in-parking-lot-of-kickback-jack-s/article_a4b9ce29-ca42-5d20-b93b-25911f00414d.html,Virginia
1000 block of E Republic St,Peoria,1/1/2020,1587817,0,0,40.713376,-89.58117,https://www.pjstar.com/news/20200103/police-find-more-than-100-shell-casings-near-house,Illinois
1100 block of Sycamore St,Cincinnati,1/1/2020,1585859,3,0,39.108011,-84.509602,https://www.cincinnati.com/story/news/crime/crime-and-courts/2020/01/02/suspect-downtown-triple-shooting-appears-court/2794485001/,Ohio
1000 block of Finchs Hill Rd,Warsaw,1/1/2020,1587710,0,1,36.100554,-86.140301,https://www.wric.com/news/virginia-news/suspect-shot-by-police-during-execution-of-arrest-warrant-in-warsaw/,Virginia
Manhattan Ave and W 107th St,New York (Manhattan),1/1/2020,1586049,0,1,40.8099883,-73.9532094,https://nypost.com/2020/01/02/nyc-corrections-officer-arraigned-on-murder-charge-in-shooting-death-of-uncle/,New York
1113 4th Ave,Huntington,1/1/2020,1585394,7,0,38.4213917,-82.439813,https://www.wowktv.com/news/breaking-news/huntington-police-name-suspect-in-new-years-bar-shooting/,West Virginia
Indianola Ave and E 15th Ave,Cleveland,1/1/2020,1591683,0,0,40.21799,-79.49156,https://www.nbc4i.com/news/local-news/safety-notice-issued-after-students-vehicle-stolen-by-armed-suspects-near-ohio-states-campus/,Ohio
100 block of S Main St,Lima,1/1/2020,1587797,0,0,38.625779,-83.258773,https://www.facebook.com/AllenCountySheriffsOffice/videos/2599066293511023/,Ohio
1803 Pio Nono Ave,Macon,1/1/2020,1587799,0,0,32.8255568,-83.6629936,https://wgxa.tv/news/local/deputies-2-arrested-after-macon-man-threatens-citgo-clerk,Georgia
12 S Calhoun St,Greenville,1/1/2020,1585702,1,0,34.842921,-82.4161333,https://www.wyff4.com/article/greenville-man-arrested-for-shooting-another-man-in-garage-who-refused-to-give-him-money-police-say/30472641,South Carolina
13611 Grand River Ave,Detroit,1/1/2020,1585993,1,0,42.3846645,-83.1787492,https://www.freep.com/story/news/local/michigan/wayne/2020/01/02/galaxy-coney-island-detroit-kidnapping-attempt/2793753001/,Michigan
700 block of E 2nd St,Pueblo,1/1/2020,1588566,0,0,38.268937,-104.598024,https://www.chieftain.com/news/20200103/pueblo-crime-beat-safe-streets-fugitives-sought,Colorado
3037 N Prospect Road,Peoria,1/1/2020,1587788,0,0,40.7240496,-89.5748531,https://www.pjstar.com/news/20200103/multiple-vehicles-hit-by-gunfire-over-new-years-holiday,Illinois
N Dobbins St,Union City,1/1/2020,1586607,1,0,36.100358,-86.162993,https://www.wbbjtv.com/2020/01/02/1-injured-in-union-city-shooting/,Tennessee
1300 block of E Tripp Ave,Peoria,1/1/2020,1587784,0,0,40.728059,-89.574211,https://www.pjstar.com/news/20200103/multiple-vehicles-hit-by-gunfire-over-new-years-holiday,Illinois
530 NE Glen Oak Ave,Peoria,1/1/2020,1587783,0,0,40.7023663,-89.5899846,https://www.pjstar.com/news/20200103/multiple-vehicles-hit-by-gunfire-over-new-years-holiday,Illinois
6300 block of Dawnfield Ln,Richmond,1/1/2020,1586848,0,0,37.4933064,-77.3756986,https://wtvr.com/2020/01/01/dawnfield-lane-shots-fired-into-varina-home/,Virginia
202 Republic St,Uniontown,1/1/2020,1586279,0,2,40.219809,-79.495329,https://www.wtae.com/article/state-police-investigating-murder-suicide/30375588,Pennsylvania
Lazy Ridge Rd,Houston,1/1/2020,1586843,0,0,29.584135,-95.457572,https://www.khou.com/article/news/local/new-years-gunfire-shattered-familys-bedroom-window/285-1406a5cc-b325-46ca-97b2-f52ea19ad902,Texas
N Cleveland St and Jefferson Ave,Memphis,1/1/2020,1586837,0,0,35.1415699,-90.0159805,https://wreg.com/2020/01/02/police-searching-for-suspect-who-attacked-fired-shots-at-good-samaritan/,Tennessee
Puritan Ave,Detroit,1/1/2020,1586002,1,0,42.40716,-83.281952,https://wwjnewsradio.radio.com/articles/news/detroit-police-investigating-multiple-new-years-shootings,Michigan
Puritan Ave and Linwood St,Detroit,1/1/2020,1585996,2,0,42.40716,-83.281952,https://wwjnewsradio.radio.com/articles/news/detroit-police-investigating-multiple-new-years-shootings,Michigan
200 block of Atlantic Ave,Knoxville,1/1/2020,1586568,1,0,36.09431,-86.133274,https://www.wbir.com/article/news/local/kpd-teen-hospitalized-after-shots-fired-in-north-knoxville/51-9647a05a-cc0e-42e8-acf5-57963adbedb8,Tennessee
Strasburg St and 7 Mile,Detroit,1/1/2020,1585986,1,0,42.419838,-82.995127,https://wwjnewsradio.radio.com/articles/news/detroit-police-investigating-multiple-new-years-shootings,Michigan
100 block of Oak Valley Dr,Nashville,1/1/2020,1586601,1,0,36.231222,-86.759123,https://www.newschannel5.com/news/woman-shot-during-nashville-home-invasion,Tennessee
900 block of N 2nd St,Memphis,1/1/2020,1586578,0,0,35.166536,-90.043071,https://wreg.com/2020/01/02/mid-south-men-accused-of-robbing-carjacking-lyft-driver-in-north-memphis/,Tennessee
North Hobart Street,Philadelphia,1/1/2020,1585689,0,1,39.9867278,-75.2395796,https://6abc.com/police-id-3-killed-in-new-years-day-shootings-in-philadelphia/5805159/,Pennsylvania
9100 block of Monica St,Detroit,1/1/2020,1585974,0,1,42.362992,-83.140681,https://wwjnewsradio.radio.com/articles/news/detroit-police-investigating-multiple-new-years-shootings,Michigan
525 Don Cutler Sr Dr,Albany,1/1/2020,1586780,1,0,31.5852394,-84.1374321,https://www.albanyherald.com/news/man-struck-by-two-bullets-in-new-year-s-shooting/article_bafd5c5a-2d8b-11ea-9dfa-33530af91eb1.html,Georgia
4700 block of Griscom St,Philadelphia,1/1/2020,1585698,1,2,40.017203,-75.084721,https://6abc.com/police-id-3-killed-in-new-years-day-shootings-in-philadelphia/5805159/,Pennsylvania
Tearall Rd,Raynham,1/1/2020,1589796,0,0,41.9108,-71.02356,https://whdh.com/news/2-facing-charges-in-raynham-home-invasion-pistol-whipping/,Massachusetts
200 block of W Delaware Ave,Mcalester,1/1/2020,1585514,0,1,34.92953,-95.773204,https://www.hrc.org/blog/hrc-mourns-dustin-parker-trans-man-killed-in-oklahoma,Oklahoma
755 Guin Rd,Nixa,1/1/2020,1585945,1,0,40.219809,-79.495329,https://www.ky3.com/content/news/Woman-suffers-gunshot-wound-outside-Christian-County-nightclub-566628621.html,Missouri
Theatre St and Joseph Martin Hwy,Martinsville,1/1/2020,1586651,2,0,35.011945,-80.594338,https://www.wfxrtv.com/news/local-news/martinsville-police-involved-in-officer-shooting-on-jan-1-assigned-to-administrative-duty/,Virginia
Willow St,Waterbury,1/1/2020,1586789,0,0,41.5642751,-73.0484651,https://www.rep-am.com/top-stories/2020/01/01/gunfire-in-the-north-end-on-new-years-day/,Connecticut
750 Bright Creek Way,Raleigh,1/1/2020,1585934,1,0,35.771349,-78.62742,https://www.cbs17.com/news/local-news/wake-county-news/raleigh-police-investigating-shooting-at-apartment-complex-near-downtown/,North Carolina
Lounsbury Street,Waterbury,1/1/2020,1586783,0,0,41.54016,-73.0334557,https://www.rep-am.com/top-stories/2020/01/01/gunfire-in-the-north-end-on-new-years-day/,Connecticut
7400 block of Varnum St,Hyattsville (Landover Hills),1/1/2020,1586238,0,1,35.761949,-80.860466,https://pgpolice.blogspot.com/2020/01/pgpd-identifies-arrests-man-who-shot.html,Maryland
Silk Leaf Ln,Jacksonville,1/1/2020,1585888,0,0,30.2302978,-81.7561252,https://www.news4jax.com/news/local/2020/01/01/as-new-year-began-bullets-flew-through-two-westside-homes/,Florida
740 Bragg Blvd,Fayetteville,1/1/2020,1585884,1,0,35.0618165,-78.8893623,https://www.fayobserver.com/news/20200101/man-shot-in-fayetteville-on-new-yearrsquos-day,North Carolina
8616 Westwood Center Dr,Vienna,1/1/2020,1585596,3,0,35.793582,-80.869504,https://www.wusa9.com/article/news/crime/person-shot-after-new-years-day-shooting-in-frederick/65-0510e470-8783-42d3-9b02-019d00727d8c,Virginia
4200 block of 80th Ave,Pinellas Park,1/1/2020,1585434,1,0,27.8442582,-82.7359403,https://www.wfla.com/news/pinellas-county/police-man-shot-in-lower-torso-in-pinellas-park/,Florida
366 Warren St NW,Warren,1/1/2020,1609627,0,1,41.6627384,-83.5468896,https://www.tribtoday.com/news/local-news/2020/01/coroner-ids-body-found-in-warren-twp-field/,Ohio
5400 block of 7th St S,Saint Petersburg,1/1/2020,1585867,0,0,27.71936,-82.642382,https://www.baynews9.com/fl/tampa/local/2020/01/01/new-year-s-eve-celebratory-gunfire-struck-retired-officer-s-home,Florida
Rood Pond Road,Williamstown,1/1/2020,1586347,0,1,44.090858,-72.573432,https://vtdigger.org/2020/01/02/police-say-williamstown-man-shot-killed-self-after-fleeing-traffic-stop/,Vermont
1 Gandy Blvd N,Saint Petersburg,1/1/2020,1585454,1,0,27.864749,-82.6373143,https://www.abcactionnews.com/news/region-pinellas/florida-man-critical-from-self-inflicted-wound-after-taking-part-in-celebratory-gunfire-deputies,Florida
19 Davids St,Brockton,1/1/2020,1586771,0,0,42.0710253,-71.0192287,https://www.enterprisenews.com/news/20200102/2-arrested-in-brockton-as-police-probe-recent-shootings?rssfeed=true,Massachusetts
4500 block of Wenig Road NE,Cedar Rapids,1/1/2020,1586631,0,0,42.0247873,-91.6793291,https://www.thegazette.com/subject/news/shots-fired-cedar-rapids-new-years-day-20200101,Iowa
1100 block of Sycamore St N,Cincinnati,1/1/2020,1585854,1,0,39.108011,-84.509602,https://www.fox19.com/2020/01/01/shot-sycamore-street-otr-early-new-years-day/,Ohio
1400 block of 17th St,Des Moines,1/1/2020,1585696,0,1,41.604197,-93.640344,https://www.kcci.com/article/josiah-woods-father-speaks-after-sons-new-years-homicide/30373369,Iowa
3100 45th St,San Diego,1/1/2020,1585833,1,0,32.73853,-117.097847,https://fox5sandiego.com/2020/01/01/victim-shoots-man-attempting-to-steal-cell-phone/,California
200 block of Booker Washington St,Rock Hill,1/1/2020,1585805,3,0,34.910009,-81.051375,https://www.heraldonline.com/news/local/crime/article239033468.html,South Carolina
665 Center St,Stanhope,1/1/2020,1585826,1,0,42.2923618,-93.7953589,https://www.weareiowa.com/news/local-news/police-man-found-with-gunshot-wounds-in-hamilton-county-stanhope-ellsworth-jewell/,Iowa
900 block of Irving St,Denver,1/1/2020,1585821,0,1,39.731262,-105.029717,https://denver.cbslocal.com/2020/01/01/denver-police-officers-fatal-shooting-irving-street-department-gunfire/,Colorado
11600 block of Midlothian Turnpike,Midlothian,1/1/2020,1585494,1,0,37.503893,-77.652608,https://www.richmond.com/news/local/crime/driver-attempts-suicide-during-traffic-stop-for-suspected-dui-on/article_9f6b94ff-b4d7-5d26-a196-9947cb182081.html,Virginia
12300 block of May Laurel Dr,Houston,1/1/2020,1585419,0,1,29.968446,-95.449231,https://dfw.cbslocal.com/2020/01/01/texas-woman-philippa-ashford-dies-shot-by-possible-celebratory-gunfire-new-years/,Texas
Jackson St and E 19th St,Dubuque,1/1/2020,1585801,0,0,42.5180626,-90.6723861,https://www.kcrg.com/content/news/Total-of-three-early-New-Years-shooting-incidents-reported-in-Dubuque-566631691.html,Iowa
1928 Buddy Holly Ave,Lubbock,1/1/2020,1585798,0,2,33.5763802,-101.8448427,http://www.startribune.com/2-killed-in-shooting-at-texas-nightclub-suspect-sought/566627781/,Texas
100 Baxter St,Pawtucket,1/1/2020,1586360,0,1,41.88958,-71.363693,https://www.bostonglobe.com/2020/01/02/metro/couple-accused-killing-mother-pawtucket-with-3d-gun/?camp=bg:brief:rss:feedly&rss_id=feedly_rss_brief,Rhode Island
3243 Needmore Rd,Dayton,1/1/2020,1585793,1,0,39.8201616,-84.1685028,https://www.daytondailynews.com/news/crime--law/police-investigating-reported-new-year-day-shooting-needmore-road/iCWLfR1rEf1ayN5F3vCK4J/,Ohio
1500 block of Central Ave,Dubuque,1/1/2020,1585791,0,0,42.507307,-90.668152,https://www.kcrg.com/content/news/Total-of-three-early-New-Years-shooting-incidents-reported-in-Dubuque-566631691.html,Iowa
N/A,Badger,1/1/2020,1587650,0,1,48.7824188,-96.014453,https://minnesota.cbslocal.com/2020/01/05/charges-northern-mn-man-killed-woman-who-honked-at-him-to-hurry-up/,Minnesota
100 block of N Blair St,Madison,1/1/2020,1586605,0,0,43.079424,-89.380021,https://www.channel3000.com/man-arrested-after-allegedly-pointing-gun-at-partygoers-face-police-say/,Wisconsin
Southeast 112th Ave and SE Division St,Portland,1/1/2020,1585790,0,0,45.5003951,-122.5480228,https://www.oregonlive.com/crime/2020/01/two-wounded-in-new-years-day-shooting-on-portlands-ne-148th-avenue.html,Oregon
3500 block of Northeast 148th Ave,Portland,1/1/2020,1585785,2,0,45.54889,-122.509847,https://www.oregonlive.com/crime/2020/01/two-wounded-in-new-years-day-shooting-on-portlands-ne-148th-avenue.html,Oregon
N/A,Cleveland,1/1/2020,1585777,1,0,41.5051613,-81.6934446,https://www.cleveland.com/crime/2020/01/13-people-shot-in-violent-nine-hour-stretch-late-new-years-eve-early-new-years-day-in-cleveland.html,Ohio
North Blvd and East 102nd St,Cleveland,1/1/2020,1585775,1,0,41.526387,-81.618158,https://www.cleveland.com/crime/2020/01/13-people-shot-in-violent-nine-hour-stretch-late-new-years-eve-early-new-years-day-in-cleveland.html,Ohio
East 55th St and Kinsman Rd,Cleveland,1/1/2020,1585759,1,0,41.5295115,-81.6519868,https://www.cleveland.com/crime/2020/01/13-people-shot-in-violent-nine-hour-stretch-late-new-years-eve-early-new-years-day-in-cleveland.html,Ohio
2600 Auburn Blvd,Sacramento,1/1/2020,1585756,2,0,38.630056,-121.401192,https://www.sacbee.com/news/local/crime/article238886913.html,California
Cedar St,Newington,1/1/2020,1586728,1,0,41.6935932,-72.7578337,https://fox61.com/2020/01/02/man-shot-in-the-face-in-newington-on-new-years-day/,Connecticut
Irving Ave and Lewis St,Wyandanch,1/1/2020,1585736,1,0,40.750549,-73.357336,https://patch.com/new-york/deerpark-northbabylon/wyandanch-man-shoots-housemate-new-years-day-police-say,New York
Radcliffe Rd and Winburn Dr,Lexington,1/1/2020,1585727,0,0,38.082545,-84.461878,https://www.lex18.com/news/covering-kentucky/lexington-police-bullet-crashes-through-homes-roof-after-midnight,Kentucky
Migaldi Dr,Memphis,1/1/2020,1585715,0,0,35.0182044,-89.8209513,https://wreg.com/2020/01/01/celebratory-gunfire-in-shelby-county-pierces-womans-couch/,Tennessee
2245 Hayne St,Spartanburg,1/1/2020,1585713,0,0,34.9558885,-82.0041501,https://www.foxcarolina.com/news/deputies-person-assaulted-gun-fired-in-spartanburg-co-bar-parking/article_641ad112-2c8a-11ea-9e88-731eb3a6f238.html,South Carolina
Dubuque Street,Manchester,1/1/2020,1586713,0,0,34.990283,-80.536864,https://www.unionleader.com/news/crime/intoxicated-man-fired-gun-on-west-side-police-say/article_6f255036-b3b8-5822-90d4-f7e81151bab1.html,Vermont
Pearl St,Greenwood,1/1/2020,1585691,0,0,34.204732,-82.149872,https://www.wyff4.com/article/4-men-face-gun-drug-charges-after-shots-fired-in-greenwood-neighborhood-police-say/30373478,South Carolina
600 block of South Scientific St,High Point,1/1/2020,1585682,0,2,32.375033,-87.013482,https://www.journalnow.com/news/crime/high-point-police-respond-to-apparent-murder-suicide-early-new/article_f517fd94-4640-5bce-bf95-22050ce9fe8c.html,North Carolina
981 University Ave W,Saint Paul,1/1/2020,1585809,0,1,44.955807,-93.141727,https://www.twincities.com/2020/01/03/30-year-old-arrested-in-fatal-new-years-day-shooting-outside-st-paul-bar/,Minnesota
2300 block of Streambed Ct,Arlington,1/1/2020,1586272,0,1,32.772205,-97.064438,https://www.star-telegram.com/news/local/crime/article239644748.html,Texas
N/A,Carbondale,1/1/2020,1586746,0,1,37.7274692,-89.216655,https://wsiltv.com/2020/01/24/carbondale-man-indicted-for-murder-in-fatal-home-invasion/,Illinois
N/A,Albuquerque,1/1/2020,1585658,0,0,35.0841034,-106.6509851,https://www.krqe.com/news/crime/apd-146-shots-fired-calls-in-albuquerque-during-new-years-eve-holiday/,New Mexico
520 W Ella J Gilmore St,Apopka,1/1/2020,1587051,0,1,39.606884,-82.867801,https://www.clickorlando.com/news/local/2020/01/06/victims-idd-in-separate-fatal-shootings-at-same-apopka-home/,Florida
1600 block of Carrol Ave NW,Roanoke,1/1/2020,1585648,1,0,35.802827,-80.885786,https://www.wfxrtv.com/news/local-news/roanoke-police-respond-to-multiple-shooting-incidents-today/,Virginia
N/A,Dorchester (county),1/1/2020,1585645,0,0,32.8496198,-79.9881442,https://abcnews4.com/news/local/dcso-sc-highway-patrol-vehicle-struck-by-falling-bullet-amid-new-years-celebrations,South Carolina
804 Seaboard St,Myrtle Beach,1/1/2020,1585642,1,0,35.803683,-80.884734,https://abcnews4.com/news/local/officers-investigate-shooting-outside-club-in-myrtle-beach,South Carolina
600 block of 25th St,Lewiston,1/1/2020,1588933,1,0,46.41402,-116.996714,https://www.spokesman.com/stories/2020/jan/03/lewiston-man-accused-of-shooting-brother-in-leg/,Idaho
1500 block of Washington St,Davenport,1/1/2020,1586691,0,0,41.534916,-90.596384,https://www.kwqc.com/content/news/House-damaged-by-gunfire-in-Davenport-police-investigating-566649661.html,Iowa
1395 Walnut St,Dubuque,1/1/2020,1585665,1,0,42.5035848,-90.6768662,https://kwwl.com/2020/01/01/one-injured-after-dubuque-shooting/,Iowa
3900 block of Ladera Dr NW,Albuquerque,1/1/2020,1585373,1,1,35.1269644,-106.7091174,https://www.qcsunonline.com/story/2020/01/08/news/tucumcari-native-shot-in-albuquerque/20734.html,New Mexico
